672,348,18,13
667,339,18,13
659,358,18,13
662,352,18,13
677,346,18,13
676,349,18,13
643,348,16,14
622,341,17,13
630,349,17,13
600,352,17,13
608,343,17,13
593,356,17,13
582,349,17,13
544,343,17,12
541,344,17,12
525,354,17,12
514,366,17,12
499,366,17,12
476,339,17,13
473,368,17,13
466,340,17,13
454,348,17,13
435,356,17,13
440,360,17,13
431,358,16,13
425,357,16,13
412,374,16,13
403,358,16,13
395,354,16,14
393,359,16,14
381,347,15,14
402,340,15,14
375,367,15,14
394,359,16,14
384,351,16,15
377,330,16,15
389,328,16,15
389,340,16,15
428,348,17,16
418,348,17,16
419,327,18,16
445,338,18,16
451,343,19,16
482,352,19,16
480,351,19,17
495,351,19,17
514,359,20,17
532,361,20,17
527,366,20,17
539,360,20,17
553,365,19,17
571,363,19,17
555,366,18,17
570,397,18,17
564,394,18,17
569,379,17,17
568,386,18,17
569,395,18,17
573,403,18,16
565,394,18,16
578,405,18,16
569,404,18,17
577,401,18,17
582,411,18,18
581,414,19,18
572,432,19,18
566,427,18,18
565,441,18,18
584,441,18,18
592,446,18,18
588,444,18,17
581,468,18,17
593,447,18,17
589,442,18,17
573,467,18,17
590,470,18,17
588,469,17,16
587,463,18,16
586,469,17,17
586,461,17,16
587,460,17,17
595,488,17,17
574,490,17,17
603,485,17,16
575,482,17,16
589,489,17,16
580,506,17,16
592,498,17,16
581,490,17,16
592,489,17,16
585,513,17,16
588,510,17,16
583,509,17,16
602,514,17,16
596,505,17,16
607,509,17,16
582,514,17,16
601,519,17,16
591,518,17,16
597,525,17,16
588,521,17,16
600,524,17,16
599,540,17,16
602,528,17,16
590,510,17,16
616,531,17,16
596,535,18,16
605,518,18,16
611,534,18,16
601,532,18,16
602,534,18,16
592,540,18,17
599,528,18,17
602,526,17,17
598,518,17,17
599,533,17,18
584,538,17,17
596,541,17,17
603,522,17,17
602,542,17,17
609,538,17,17
575,551,18,17
605,540,18,17
620,532,18,17
614,538,18,17
598,533,18,17
603,540,17,17
601,551,17,17
599,547,17,17
605,542,17,17
615,547,17,17
605,546,17,18
599,545,17,18
601,554,17,18
593,548,17,18
598,532,16,18
612,553,16,18
605,520,16,18
597,545,17,18
603,549,17,18
619,542,17,18
606,532,17,18
608,542,17,18
607,540,17,18
609,572,17,18
632,550,17,18
624,582,17,18
610,556,18,18
641,571,18,17
636,557,18,17
639,558,18,18
641,567,18,17
658,566,18,17
691,571,18,17
672,547,19,18
686,574,19,18
682,562,19,18
706,567,19,18
686,565,19,18
694,582,19,18
713,557,19,19
707,578,19,19
728,567,19,19
752,575,20,19
