636,347,18,13
703,349,18,13
658,341,18,13
654,341,18,13
664,343,18,13
677,374,18,13
664,378,16,14
604,358,17,13
566,360,17,13
607,392,17,13
565,356,17,13
575,341,17,13
566,376,17,13
543,333,17,12
526,345,17,12
549,350,17,12
479,370,17,12
494,312,17,12
463,341,17,13
442,302,17,13
489,346,17,13
461,368,17,13
502,359,17,13
470,380,17,13
419,335,16,13
408,360,16,13
450,344,16,13
455,327,16,13
421,358,16,14
387,358,16,14
393,352,15,14
387,362,15,14
384,354,15,14
415,371,16,14
396,342,16,15
366,337,16,15
396,351,16,15
391,338,16,15
415,343,17,16
410,321,17,16
453,354,18,16
445,327,18,16
432,389,19,16
453,352,19,16
506,338,19,17
472,338,19,17
477,359,20,17
515,353,20,17
562,364,20,17
532,391,20,17
516,372,19,17
553,358,19,17
577,362,18,17
578,403,18,17
579,397,18,17
534,358,17,17
578,390,18,17
598,428,18,17
591,438,18,16
571,399,18,16
575,435,18,16
580,420,18,17
545,452,18,17
571,426,18,18
566,395,19,18
595,454,19,18
584,429,18,18
544,393,18,18
551,445,18,18
572,459,18,18
578,427,18,17
574,438,18,17
595,452,18,17
565,454,18,17
600,416,18,17
576,449,18,17
564,415,17,16
598,501,18,16
570,460,17,17
589,497,17,16
540,467,17,17
595,462,17,17
552,505,17,17
611,491,17,16
539,495,17,16
572,496,17,16
581,511,17,16
614,503,17,16
589,507,17,16
613,509,17,16
554,498,17,16
611,507,17,16
593,555,17,16
607,515,17,16
582,545,17,16
606,506,17,16
585,495,17,16
627,568,17,16
602,501,17,16
574,527,17,16
588,473,17,16
616,522,17,16
567,512,17,16
617,508,17,16
601,549,17,16
601,516,17,16
614,543,18,16
602,507,18,16
612,560,18,16
568,539,18,16
573,496,18,16
605,531,18,17
559,548,18,17
584,507,17,17
616,541,17,17
613,538,17,18
586,548,17,17
613,537,17,17
614,550,17,17
573,541,17,17
615,526,17,17
590,533,18,17
648,553,18,17
603,536,18,17
617,558,18,17
609,573,18,17
602,545,17,17
603,561,17,17
640,542,17,17
598,539,17,17
607,535,17,17
596,544,17,18
617,536,17,18
538,544,17,18
610,526,17,18
575,541,16,18
588,558,16,18
613,532,16,18
604,499,17,18
608,575,17,18
563,583,17,18
615,550,17,18
614,565,17,18
597,570,17,18
604,541,17,18
597,566,17,18
632,567,17,18
646,538,18,18
664,603,18,17
646,562,18,17
641,525,18,18
679,576,18,17
666,561,18,17
664,563,18,17
668,555,19,18
684,565,19,18
710,556,19,18
702,537,19,18
688,550,19,18
706,572,19,18
720,542,19,19
685,538,19,19
733,579,19,19
717,601,20,19
